Cement (component 1)(kg in a m^3 mixture),Cementitious_Ratio (by mass),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Blast_Furnace_Slag_Ratio (by mass),Fly Ash (component 3)(kg in a m^3 mixture),fly_ash_ratio (of total weight),"Fly_Ash_Ratio (of total cementitious materials, by mass)",Water  (component 4)(kg in a m^3 mixture),Water_ratio (total by weight),Water-to-Cementitious_Ratio,Superplasticizer (component 5)(kg in a m^3 mixture),Superplasticizer_Ratio (by mass),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Coarse_Aggregate_Ratio (by mass),Fine Aggregate (component 7)(kg in a m^3 mixture),Sand_Ratio (by mass),Age (day),Total Mass of 1 m^3,"Concrete compressive strength(MPa, megapascals) "
275.1 ,0.1654 ,0.0 ,0.0000 ,121.4 ,0.0506 ,0.3061 ,159.5 ,0.0665 ,0.4023 ,9.9 ,0.0041 ,1053.6 ,0.4396 ,777.5 ,0.3244 ,100 ,2396.9,58.61 
297.2 ,0.1746 ,0.0 ,0.0000 ,117.5 ,0.0495 ,0.2834 ,174.8 ,0.0736 ,0.4215 ,9.5 ,0.0040 ,1022.8 ,0.4306 ,753.5 ,0.3172 ,3 ,2375.3,21.91 
297.2 ,0.1746 ,0.0 ,0.0000 ,117.5 ,0.0495 ,0.2834 ,174.8 ,0.0736 ,0.4215 ,9.5 ,0.0040 ,1022.8 ,0.4306 ,753.5 ,0.3172 ,14 ,2375.3,36.99 
297.2 ,0.1746 ,0.0 ,0.0000 ,117.5 ,0.0495 ,0.2834 ,174.8 ,0.0736 ,0.4215 ,9.5 ,0.0040 ,1022.8 ,0.4306 ,753.5 ,0.3172 ,28 ,2375.3,47.40 
297.2 ,0.1746 ,0.0 ,0.0000 ,117.5 ,0.0495 ,0.2834 ,174.8 ,0.0736 ,0.4215 ,9.5 ,0.0040 ,1022.8 ,0.4306 ,753.5 ,0.3172 ,56 ,2375.3,51.96 
297.2 ,0.1746 ,0.0 ,0.0000 ,117.5 ,0.0495 ,0.2834 ,174.8 ,0.0736 ,0.4215 ,9.5 ,0.0040 ,1022.8 ,0.4306 ,753.5 ,0.3172 ,100 ,2375.3,56.74 
213.7 ,0.1630 ,0.0 ,0.0000 ,174.7 ,0.0733 ,0.4498 ,154.8 ,0.0649 ,0.3985 ,10.2 ,0.0043 ,1053.5 ,0.4420 ,776.4 ,0.3257 ,3 ,2383.3,17.57 
213.7 ,0.1630 ,0.0 ,0.0000 ,174.7 ,0.0733 ,0.4498 ,154.8 ,0.0649 ,0.3985 ,10.2 ,0.0043 ,1053.5 ,0.4420 ,776.4 ,0.3257 ,14 ,2383.3,33.73 
213.7 ,0.1630 ,0.0 ,0.0000 ,174.7 ,0.0733 ,0.4498 ,154.8 ,0.0649 ,0.3985 ,10.2 ,0.0043 ,1053.5 ,0.4420 ,776.4 ,0.3257 ,28 ,2383.3,40.15 
213.7 ,0.1630 ,0.0 ,0.0000 ,174.7 ,0.0733 ,0.4498 ,154.8 ,0.0649 ,0.3985 ,10.2 ,0.0043 ,1053.5 ,0.4420 ,776.4 ,0.3257 ,56 ,2383.3,46.64 
213.7 ,0.1630 ,0.0 ,0.0000 ,174.7 ,0.0733 ,0.4498 ,154.8 ,0.0649 ,0.3985 ,10.2 ,0.0043 ,1053.5 ,0.4420 ,776.4 ,0.3257 ,100 ,2383.3,50.08 
213.5 ,0.1628 ,0.0 ,0.0000 ,174.2 ,0.0732 ,0.4494 ,154.6 ,0.0649 ,0.3987 ,11.7 ,0.0049 ,1052.3 ,0.4418 ,775.5 ,0.3256 ,3 ,2381.8,17.37 
213.5 ,0.1628 ,0.0 ,0.0000 ,174.2 ,0.0732 ,0.4494 ,154.6 ,0.0649 ,0.3987 ,11.7 ,0.0049 ,1052.3 ,0.4418 ,775.5 ,0.3256 ,14 ,2381.8,33.70 
213.5 ,0.1628 ,0.0 ,0.0000 ,174.2 ,0.0732 ,0.4494 ,154.6 ,0.0649 ,0.3987 ,11.7 ,0.0049 ,1052.3 ,0.4418 ,775.5 ,0.3256 ,28 ,2381.8,45.94 
213.5 ,0.1628 ,0.0 ,0.0000 ,174.2 ,0.0732 ,0.4494 ,154.6 ,0.0649 ,0.3987 ,11.7 ,0.0049 ,1052.3 ,0.4418 ,775.5 ,0.3256 ,56 ,2381.8,51.43 
213.5 ,0.1628 ,0.0 ,0.0000 ,174.2 ,0.0732 ,0.4494 ,154.6 ,0.0649 ,0.3987 ,11.7 ,0.0049 ,1052.3 ,0.4418 ,775.5 ,0.3256 ,100 ,2381.8,59.30 
277.2 ,0.1249 ,97.8 ,0.0405 ,24.5 ,0.0101 ,0.0811 ,160.7 ,0.0665 ,0.5327 ,11.2 ,0.0046 ,1061.7 ,0.4395 ,782.5 ,0.3239 ,3 ,2415.5,30.45 
277.2 ,0.1249 ,97.8 ,0.0405 ,24.5 ,0.0101 ,0.0811 ,160.7 ,0.0665 ,0.5327 ,11.2 ,0.0046 ,1061.7 ,0.4395 ,782.5 ,0.3239 ,14 ,2415.5,47.71 
277.2 ,0.1249 ,97.8 ,0.0405 ,24.5 ,0.0101 ,0.0811 ,160.7 ,0.0665 ,0.5327 ,11.2 ,0.0046 ,1061.7 ,0.4395 ,782.5 ,0.3239 ,28 ,2415.5,63.14 
277.2 ,0.1249 ,97.8 ,0.0405 ,24.5 ,0.0101 ,0.0811 ,160.7 ,0.0665 ,0.5327 ,11.2 ,0.0046 ,1061.7 ,0.4395 ,782.5 ,0.3239 ,56 ,2415.5,66.82 
277.2 ,0.1249 ,97.8 ,0.0405 ,24.5 ,0.0101 ,0.0811 ,160.7 ,0.0665 ,0.5327 ,11.2 ,0.0046 ,1061.7 ,0.4395 ,782.5 ,0.3239 ,100 ,2415.5,66.95 
218.2 ,0.1415 ,54.6 ,0.0226 ,123.8 ,0.0512 ,0.3619 ,140.8 ,0.0582 ,0.4115 ,11.9 ,0.0049 ,1075.7 ,0.4449 ,792.7 ,0.3279 ,3 ,2417.7,27.42 
218.2 ,0.1415 ,54.6 ,0.0226 ,123.8 ,0.0512 ,0.3619 ,140.8 ,0.0582 ,0.4115 ,11.9 ,0.0049 ,1075.7 ,0.4449 ,792.7 ,0.3279 ,14 ,2417.7,35.96 
218.2 ,0.1415 ,54.6 ,0.0226 ,123.8 ,0.0512 ,0.3619 ,140.8 ,0.0582 ,0.4115 ,11.9 ,0.0049 ,1075.7 ,0.4449 ,792.7 ,0.3279 ,28 ,2417.7,55.51 
218.2 ,0.1415 ,54.6 ,0.0226 ,123.8 ,0.0512 ,0.3619 ,140.8 ,0.0582 ,0.4115 ,11.9 ,0.0049 ,1075.7 ,0.4449 ,792.7 ,0.3279 ,56 ,2417.7,61.99 
218.2 ,0.1415 ,54.6 ,0.0226 ,123.8 ,0.0512 ,0.3619 ,140.8 ,0.0582 ,0.4115 ,11.9 ,0.0049 ,1075.7 ,0.4449 ,792.7 ,0.3279 ,100 ,2417.7,63.53 
214.9 ,0.1433 ,53.8 ,0.0229 ,121.9 ,0.0519 ,0.3619 ,155.6 ,0.0662 ,0.4621 ,9.6 ,0.0041 ,1014.3 ,0.4315 ,780.6 ,0.3321 ,3 ,2350.7,18.02 
214.9 ,0.1433 ,53.8 ,0.0229 ,121.9 ,0.0519 ,0.3619 ,155.6 ,0.0662 ,0.4621 ,9.6 ,0.0041 ,1014.3 ,0.4315 ,780.6 ,0.3321 ,14 ,2350.7,38.60 
214.9 ,0.1433 ,53.8 ,0.0229 ,121.9 ,0.0519 ,0.3619 ,155.6 ,0.0662 ,0.4621 ,9.6 ,0.0041 ,1014.3 ,0.4315 ,780.6 ,0.3321 ,28 ,2350.7,52.20 
214.9 ,0.1433 ,53.8 ,0.0229 ,121.9 ,0.0519 ,0.3619 ,155.6 ,0.0662 ,0.4621 ,9.6 ,0.0041 ,1014.3 ,0.4315 ,780.6 ,0.3321 ,56 ,2350.7,53.96 
214.9 ,0.1433 ,53.8 ,0.0229 ,121.9 ,0.0519 ,0.3619 ,155.6 ,0.0662 ,0.4621 ,9.6 ,0.0041 ,1014.3 ,0.4315 ,780.6 ,0.3321 ,100 ,2350.7,56.63 
218.9 ,0.1437 ,0.0 ,0.0000 ,124.1 ,0.0520 ,0.3619 ,158.5 ,0.0664 ,0.4621 ,11.3 ,0.0047 ,1078.7 ,0.4520 ,794.9 ,0.3331 ,3 ,2386.4,15.34 
218.9 ,0.1437 ,0.0 ,0.0000 ,124.1 ,0.0520 ,0.3619 ,158.5 ,0.0664 ,0.4621 ,11.3 ,0.0047 ,1078.7 ,0.4520 ,794.9 ,0.3331 ,14 ,2386.4,26.05 
218.9 ,0.1437 ,0.0 ,0.0000 ,124.1 ,0.0520 ,0.3619 ,158.5 ,0.0664 ,0.4621 ,11.3 ,0.0047 ,1078.7 ,0.4520 ,794.9 ,0.3331 ,28 ,2386.4,30.22 
218.9 ,0.1437 ,0.0 ,0.0000 ,124.1 ,0.0520 ,0.3619 ,158.5 ,0.0664 ,0.4621 ,11.3 ,0.0047 ,1078.7 ,0.4520 ,794.9 ,0.3331 ,56 ,2386.4,37.27 
218.9 ,0.1437 ,0.0 ,0.0000 ,124.1 ,0.0520 ,0.3619 ,158.5 ,0.0664 ,0.4621 ,11.3 ,0.0047 ,1078.7 ,0.4520 ,794.9 ,0.3331 ,100 ,2386.4,46.23 
376.0 ,0.1596 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,214.6 ,0.0911 ,0.5707 ,0.0 ,0.0000 ,1003.5 ,0.4259 ,762.4 ,0.3235 ,3 ,2356.5,16.28 
376.0 ,0.1596 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,214.6 ,0.0911 ,0.5707 ,0.0 ,0.0000 ,1003.5 ,0.4259 ,762.4 ,0.3235 ,14 ,2356.5,25.62 
376.0 ,0.1596 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,214.6 ,0.0911 ,0.5707 ,0.0 ,0.0000 ,1003.5 ,0.4259 ,762.4 ,0.3235 ,28 ,2356.5,31.97 
376.0 ,0.1596 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,214.6 ,0.0911 ,0.5707 ,0.0 ,0.0000 ,1003.5 ,0.4259 ,762.4 ,0.3235 ,56 ,2356.5,36.30 
376.0 ,0.1596 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,214.6 ,0.0911 ,0.5707 ,0.0 ,0.0000 ,1003.5 ,0.4259 ,762.4 ,0.3235 ,100 ,2356.5,43.06 
500.0 ,0.2030 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,140.0 ,0.0568 ,0.2800 ,4.0 ,0.0016 ,966.0 ,0.3922 ,853.0 ,0.3463 ,28 ,2463.0,67.57 
475.0 ,0.2209 ,0.0 ,0.0000 ,59.0 ,0.0244 ,0.1105 ,142.0 ,0.0588 ,0.2659 ,1.9 ,0.0008 ,1098.0 ,0.4543 ,641.0 ,0.2652 ,28 ,2416.9,57.23 
315.0 ,0.1271 ,137.0 ,0.0553 ,0.0 ,0.0000 ,0.0000 ,145.0 ,0.0585 ,0.4603 ,5.9 ,0.0024 ,1130.0 ,0.4560 ,745.0 ,0.3007 ,28 ,2477.9,81.75 
505.0 ,0.2335 ,0.0 ,0.0000 ,60.0 ,0.0248 ,0.1062 ,195.0 ,0.0806 ,0.3451 ,0.0 ,0.0000 ,1030.0 ,0.4256 ,630.0 ,0.2603 ,28 ,2420.0,64.02 
451.0 ,0.1877 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,165.0 ,0.0687 ,0.3659 ,11.3 ,0.0047 ,1030.0 ,0.4288 ,745.0 ,0.3101 ,28 ,2402.3,78.80 
516.0 ,0.2254 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,162.0 ,0.0708 ,0.3140 ,8.2 ,0.0036 ,801.0 ,0.3499 ,802.0 ,0.3503 ,28 ,2289.2,41.37 
520.0 ,0.2162 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,170.0 ,0.0707 ,0.3269 ,5.2 ,0.0022 ,855.0 ,0.3555 ,855.0 ,0.3555 ,28 ,2405.2,60.28 
528.0 ,0.2237 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0784 ,0.3504 ,6.9 ,0.0029 ,920.0 ,0.3899 ,720.0 ,0.3051 ,28 ,2359.9,56.83 
520.0 ,0.2189 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,175.0 ,0.0737 ,0.3365 ,5.2 ,0.0022 ,870.0 ,0.3663 ,805.0 ,0.3389 ,28 ,2375.2,51.02 
385.0 ,0.2198 ,0.0 ,0.0000 ,136.0 ,0.0574 ,0.2610 ,158.0 ,0.0667 ,0.3033 ,20.0 ,0.0084 ,903.0 ,0.3810 ,768.0 ,0.3241 ,28 ,2370.0,55.55 
500.1 ,0.2049 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0819 ,0.3999 ,3.0 ,0.0012 ,1124.4 ,0.4607 ,613.2 ,0.2512 ,28 ,2440.7,44.13 
450.1 ,0.1844 ,50.0 ,0.0205 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0819 ,0.4443 ,3.0 ,0.0012 ,1124.4 ,0.4607 ,613.2 ,0.2512 ,28 ,2440.7,39.38 
397.0 ,0.2352 ,17.2 ,0.0073 ,158.0 ,0.0669 ,0.2847 ,167.0 ,0.0708 ,0.3009 ,20.8 ,0.0088 ,967.0 ,0.4097 ,633.0 ,0.2682 ,28 ,2360.0,55.65 
333.0 ,0.2114 ,17.5 ,0.0075 ,163.0 ,0.0695 ,0.3286 ,167.0 ,0.0712 ,0.3367 ,17.9 ,0.0076 ,996.0 ,0.4245 ,652.0 ,0.2779 ,28 ,2346.4,47.28 
334.0 ,0.2126 ,17.6 ,0.0076 ,158.0 ,0.0683 ,0.3211 ,189.0 ,0.0817 ,0.3841 ,15.3 ,0.0066 ,967.0 ,0.4179 ,633.0 ,0.2736 ,28 ,2313.9,44.33 
405.0 ,0.1691 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,175.0 ,0.0731 ,0.4321 ,0.0 ,0.0000 ,1120.0 ,0.4676 ,695.0 ,0.2902 ,28 ,2395.0,52.30 
200.0 ,0.0835 ,200.0 ,0.0835 ,0.0 ,0.0000 ,0.0000 ,190.0 ,0.0793 ,0.9500 ,0.0 ,0.0000 ,1145.0 ,0.4781 ,660.0 ,0.2756 ,28 ,2395.0,49.25 
516.0 ,0.2254 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,162.0 ,0.0708 ,0.3140 ,8.3 ,0.0036 ,801.0 ,0.3499 ,802.0 ,0.3503 ,28 ,2289.3,41.37 
145.0 ,0.1157 ,116.0 ,0.0508 ,119.0 ,0.0521 ,0.4508 ,184.0 ,0.0806 ,0.6970 ,5.7 ,0.0025 ,833.0 ,0.3649 ,880.0 ,0.3855 ,28 ,2282.7,29.16 
160.0 ,0.1225 ,128.0 ,0.0556 ,122.0 ,0.0530 ,0.4326 ,182.0 ,0.0791 ,0.6454 ,6.4 ,0.0028 ,824.0 ,0.3580 ,879.0 ,0.3819 ,28 ,2301.4,39.40 
234.0 ,0.1006 ,156.0 ,0.0671 ,0.0 ,0.0000 ,0.0000 ,189.0 ,0.0813 ,0.8077 ,5.9 ,0.0025 ,981.0 ,0.4218 ,760.0 ,0.3268 ,28 ,2325.9,39.30 
250.0 ,0.1466 ,180.0 ,0.0765 ,95.0 ,0.0404 ,0.2754 ,159.0 ,0.0676 ,0.4609 ,9.5 ,0.0040 ,860.0 ,0.3654 ,800.0 ,0.3399 ,28 ,2353.5,67.87 
475.0 ,0.2019 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,162.0 ,0.0689 ,0.3411 ,9.5 ,0.0040 ,1044.0 ,0.4438 ,662.0 ,0.2814 ,28 ,2352.5,58.52 
285.0 ,0.1207 ,190.0 ,0.0805 ,0.0 ,0.0000 ,0.0000 ,163.0 ,0.0690 ,0.5719 ,7.6 ,0.0032 ,1031.0 ,0.4366 ,685.0 ,0.2901 ,28 ,2361.6,53.58 
356.0 ,0.1507 ,119.0 ,0.0504 ,0.0 ,0.0000 ,0.0000 ,160.0 ,0.0677 ,0.4494 ,9.0 ,0.0038 ,1061.0 ,0.4492 ,657.0 ,0.2782 ,28 ,2362.0,59.00 
275.0 ,0.1686 ,180.0 ,0.0768 ,120.0 ,0.0512 ,0.3038 ,162.0 ,0.0692 ,0.4101 ,10.4 ,0.0044 ,830.0 ,0.3543 ,765.0 ,0.3266 ,28 ,2342.4,76.24 
500.0 ,0.2129 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,151.0 ,0.0643 ,0.3020 ,9.0 ,0.0038 ,1033.0 ,0.4399 ,655.0 ,0.2790 ,28 ,2348.0,69.84 
165.0 ,0.1297 ,0.0 ,0.0000 ,143.6 ,0.0604 ,0.4653 ,163.8 ,0.0689 ,0.5309 ,0.0 ,0.0000 ,1005.6 ,0.4227 ,900.9 ,0.3787 ,3 ,2378.9,14.40 
165.0 ,0.1258 ,128.5 ,0.0544 ,132.1 ,0.0559 ,0.4446 ,175.1 ,0.0741 ,0.5892 ,8.1 ,0.0034 ,1005.8 ,0.4260 ,746.6 ,0.3162 ,3 ,2361.1,19.42 
178.0 ,0.1255 ,129.8 ,0.0549 ,118.6 ,0.0502 ,0.3998 ,179.9 ,0.0761 ,0.6066 ,3.6 ,0.0015 ,1007.3 ,0.4261 ,746.8 ,0.3159 ,3 ,2364.0,20.73 
167.4 ,0.1253 ,129.9 ,0.0550 ,128.6 ,0.0545 ,0.4346 ,175.5 ,0.0743 ,0.5928 ,7.8 ,0.0033 ,1006.3 ,0.4260 ,746.6 ,0.3161 ,3 ,2362.0,14.94 
172.4 ,0.1447 ,13.6 ,0.0057 ,172.4 ,0.0724 ,0.5000 ,156.8 ,0.0658 ,0.4547 ,4.1 ,0.0017 ,1006.3 ,0.4225 ,856.4 ,0.3595 ,3 ,2382.0,21.29 
173.5 ,0.1466 ,50.1 ,0.0211 ,173.5 ,0.0733 ,0.5000 ,164.8 ,0.0696 ,0.4747 ,6.5 ,0.0027 ,1006.2 ,0.4249 ,793.5 ,0.3351 ,3 ,2368.1,23.08 
167.0 ,0.1416 ,75.4 ,0.0320 ,167.0 ,0.0708 ,0.5000 ,164.0 ,0.0695 ,0.4911 ,7.9 ,0.0034 ,1007.3 ,0.4271 ,770.1 ,0.3265 ,3 ,2358.7,15.52 
173.8 ,0.1412 ,93.4 ,0.0395 ,159.9 ,0.0677 ,0.4792 ,172.3 ,0.0729 ,0.5164 ,9.7 ,0.0041 ,1007.2 ,0.4262 ,746.6 ,0.3160 ,3 ,2363.0,15.82 
190.3 ,0.1331 ,0.0 ,0.0000 ,125.2 ,0.0528 ,0.3967 ,166.6 ,0.0703 ,0.5280 ,9.9 ,0.0042 ,1079.0 ,0.4553 ,798.9 ,0.3371 ,3 ,2369.9,12.55 
250.0 ,0.1472 ,0.0 ,0.0000 ,95.7 ,0.0407 ,0.2768 ,191.8 ,0.0817 ,0.5549 ,5.3 ,0.0023 ,948.9 ,0.4040 ,857.2 ,0.3649 ,3 ,2349.0,8.49 
213.5 ,0.1633 ,0.0 ,0.0000 ,174.2 ,0.0734 ,0.4494 ,159.2 ,0.0671 ,0.4106 ,11.7 ,0.0049 ,1043.6 ,0.4396 ,771.9 ,0.3251 ,3 ,2374.1,15.61 
194.7 ,0.1244 ,0.0 ,0.0000 ,100.5 ,0.0424 ,0.3405 ,170.2 ,0.0717 ,0.5765 ,7.5 ,0.0032 ,998.0 ,0.4206 ,901.8 ,0.3801 ,3 ,2372.7,12.18 
251.4 ,0.1562 ,0.0 ,0.0000 ,118.3 ,0.0500 ,0.3200 ,192.9 ,0.0815 ,0.5220 ,5.8 ,0.0024 ,1043.6 ,0.4410 ,754.3 ,0.3188 ,3 ,2366.2,11.98 
165.0 ,0.1297 ,0.0 ,0.0000 ,143.6 ,0.0604 ,0.4653 ,163.8 ,0.0689 ,0.5309 ,0.0 ,0.0000 ,1005.6 ,0.4227 ,900.9 ,0.3787 ,14 ,2378.9,16.88 
165.0 ,0.1258 ,128.5 ,0.0544 ,132.1 ,0.0559 ,0.4446 ,175.1 ,0.0741 ,0.5892 ,8.1 ,0.0034 ,1005.8 ,0.4260 ,746.6 ,0.3162 ,14 ,2361.1,33.09 
178.0 ,0.1255 ,129.8 ,0.0549 ,118.6 ,0.0502 ,0.3998 ,179.9 ,0.0761 ,0.6066 ,3.6 ,0.0015 ,1007.3 ,0.4261 ,746.8 ,0.3159 ,14 ,2364.0,34.24 
167.4 ,0.1253 ,129.9 ,0.0550 ,128.6 ,0.0545 ,0.4346 ,175.5 ,0.0743 ,0.5928 ,7.8 ,0.0033 ,1006.3 ,0.4260 ,746.6 ,0.3161 ,14 ,2362.0,31.81 
172.4 ,0.1447 ,13.6 ,0.0057 ,172.4 ,0.0724 ,0.5000 ,156.8 ,0.0658 ,0.4547 ,4.1 ,0.0017 ,1006.3 ,0.4225 ,856.4 ,0.3595 ,14 ,2382.0,29.75 
173.5 ,0.1466 ,50.1 ,0.0211 ,173.5 ,0.0733 ,0.5000 ,164.8 ,0.0696 ,0.4747 ,6.5 ,0.0027 ,1006.2 ,0.4249 ,793.5 ,0.3351 ,14 ,2368.1,33.01 
167.0 ,0.1416 ,75.4 ,0.0320 ,167.0 ,0.0708 ,0.5000 ,164.0 ,0.0695 ,0.4911 ,7.9 ,0.0034 ,1007.3 ,0.4271 ,770.1 ,0.3265 ,14 ,2358.7,32.90 
173.8 ,0.1412 ,93.4 ,0.0395 ,159.9 ,0.0677 ,0.4792 ,172.3 ,0.0729 ,0.5164 ,9.7 ,0.0041 ,1007.2 ,0.4262 ,746.6 ,0.3160 ,14 ,2363.0,29.55 
190.3 ,0.1331 ,0.0 ,0.0000 ,125.2 ,0.0528 ,0.3967 ,166.6 ,0.0703 ,0.5280 ,9.9 ,0.0042 ,1079.0 ,0.4553 ,798.9 ,0.3371 ,14 ,2369.9,19.42 
250.0 ,0.1472 ,0.0 ,0.0000 ,95.7 ,0.0407 ,0.2768 ,191.8 ,0.0817 ,0.5549 ,5.3 ,0.0023 ,948.9 ,0.4040 ,857.2 ,0.3649 ,14 ,2349.0,24.66 
213.5 ,0.1633 ,0.0 ,0.0000 ,174.2 ,0.0734 ,0.4494 ,159.2 ,0.0671 ,0.4106 ,11.7 ,0.0049 ,1043.6 ,0.4396 ,771.9 ,0.3251 ,14 ,2374.1,29.59 
194.7 ,0.1244 ,0.0 ,0.0000 ,100.5 ,0.0424 ,0.3405 ,170.2 ,0.0717 ,0.5765 ,7.5 ,0.0032 ,998.0 ,0.4206 ,901.8 ,0.3801 ,14 ,2372.7,24.28 
251.4 ,0.1562 ,0.0 ,0.0000 ,118.3 ,0.0500 ,0.3200 ,192.9 ,0.0815 ,0.5220 ,5.8 ,0.0024 ,1043.6 ,0.4410 ,754.3 ,0.3188 ,14 ,2366.2,20.73 
165.0 ,0.1297 ,0.0 ,0.0000 ,143.6 ,0.0604 ,0.4653 ,163.8 ,0.0689 ,0.5309 ,0.0 ,0.0000 ,1005.6 ,0.4227 ,900.9 ,0.3787 ,28 ,2378.9,26.20 
165.0 ,0.1258 ,128.5 ,0.0544 ,132.1 ,0.0559 ,0.4446 ,175.1 ,0.0741 ,0.5892 ,8.1 ,0.0034 ,1005.8 ,0.4260 ,746.6 ,0.3162 ,28 ,2361.1,46.39 
178.0 ,0.1255 ,129.8 ,0.0549 ,118.6 ,0.0502 ,0.3998 ,179.9 ,0.0761 ,0.6066 ,3.6 ,0.0015 ,1007.3 ,0.4261 ,746.8 ,0.3159 ,28 ,2364.0,39.16 
167.4 ,0.1253 ,129.9 ,0.0550 ,128.6 ,0.0545 ,0.4346 ,175.5 ,0.0743 ,0.5928 ,7.8 ,0.0033 ,1006.3 ,0.4260 ,746.6 ,0.3161 ,28 ,2362.0,41.20 
172.4 ,0.1447 ,13.6 ,0.0057 ,172.4 ,0.0724 ,0.5000 ,156.8 ,0.0658 ,0.4547 ,4.1 ,0.0017 ,1006.3 ,0.4225 ,856.4 ,0.3595 ,28 ,2382.0,33.69 
173.5 ,0.1466 ,50.1 ,0.0211 ,173.5 ,0.0733 ,0.5000 ,164.8 ,0.0696 ,0.4747 ,6.5 ,0.0027 ,1006.2 ,0.4249 ,793.5 ,0.3351 ,28 ,2368.1,38.20 
167.0 ,0.1416 ,75.4 ,0.0320 ,167.0 ,0.0708 ,0.5000 ,164.0 ,0.0695 ,0.4911 ,7.9 ,0.0034 ,1007.3 ,0.4271 ,770.1 ,0.3265 ,28 ,2358.7,41.41 
173.8 ,0.1412 ,93.4 ,0.0395 ,159.9 ,0.0677 ,0.4792 ,172.3 ,0.0729 ,0.5164 ,9.7 ,0.0041 ,1007.2 ,0.4262 ,746.6 ,0.3160 ,28 ,2363.0,37.81 
190.3 ,0.1331 ,0.0 ,0.0000 ,125.2 ,0.0528 ,0.3967 ,166.6 ,0.0703 ,0.5280 ,9.9 ,0.0042 ,1079.0 ,0.4553 ,798.9 ,0.3371 ,28 ,2369.9,24.85 
250.0 ,0.1472 ,0.0 ,0.0000 ,95.7 ,0.0407 ,0.2768 ,191.8 ,0.0817 ,0.5549 ,5.3 ,0.0023 ,948.9 ,0.4040 ,857.2 ,0.3649 ,28 ,2349.0,27.22 
213.5 ,0.1633 ,0.0 ,0.0000 ,174.2 ,0.0734 ,0.4494 ,159.2 ,0.0671 ,0.4106 ,11.7 ,0.0049 ,1043.6 ,0.4396 ,771.9 ,0.3251 ,28 ,2374.1,44.64 
194.7 ,0.1244 ,0.0 ,0.0000 ,100.5 ,0.0424 ,0.3405 ,170.2 ,0.0717 ,0.5765 ,7.5 ,0.0032 ,998.0 ,0.4206 ,901.8 ,0.3801 ,28 ,2372.7,37.27 
251.4 ,0.1562 ,0.0 ,0.0000 ,118.3 ,0.0500 ,0.3200 ,192.9 ,0.0815 ,0.5220 ,5.8 ,0.0024 ,1043.6 ,0.4410 ,754.3 ,0.3188 ,28 ,2366.2,33.27 
165.0 ,0.1297 ,0.0 ,0.0000 ,143.6 ,0.0604 ,0.4653 ,163.8 ,0.0689 ,0.5309 ,0.0 ,0.0000 ,1005.6 ,0.4227 ,900.9 ,0.3787 ,56 ,2378.9,36.56 
165.0 ,0.1258 ,128.5 ,0.0544 ,132.1 ,0.0559 ,0.4446 ,175.1 ,0.0741 ,0.5892 ,8.1 ,0.0034 ,1005.8 ,0.4260 ,746.6 ,0.3162 ,56 ,2361.1,53.72 
178.0 ,0.1255 ,129.8 ,0.0549 ,118.6 ,0.0502 ,0.3998 ,179.9 ,0.0761 ,0.6066 ,3.6 ,0.0015 ,1007.3 ,0.4261 ,746.8 ,0.3159 ,56 ,2364.0,48.59 
167.4 ,0.1253 ,129.9 ,0.0550 ,128.6 ,0.0545 ,0.4346 ,175.5 ,0.0743 ,0.5928 ,7.8 ,0.0033 ,1006.3 ,0.4260 ,746.6 ,0.3161 ,56 ,2362.0,51.72 
172.4 ,0.1447 ,13.6 ,0.0057 ,172.4 ,0.0724 ,0.5000 ,156.8 ,0.0658 ,0.4547 ,4.1 ,0.0017 ,1006.3 ,0.4225 ,856.4 ,0.3595 ,56 ,2382.0,35.85 
173.5 ,0.1466 ,50.1 ,0.0211 ,173.5 ,0.0733 ,0.5000 ,164.8 ,0.0696 ,0.4747 ,6.5 ,0.0027 ,1006.2 ,0.4249 ,793.5 ,0.3351 ,56 ,2368.1,53.77 
